                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    145,                  1.279,                0.90287,                 1.0711,                0.64492,                0.18036,                0.20214,                 0.0885,                 2.3527,                 2.4053,                 1.9146,             0.00043716,             0.00043716,             0.00043716
                    146,                 1.2969,                0.90688,                 1.0688,                0.41455,                0.20304,                0.20945,                0.09574,                 2.3013,                 2.4437,                 1.8323,             0.00043441,             0.00043441,             0.00043441
                    147,                 1.3003,                 0.9174,                 1.0628,                0.46355,                0.17433,                0.20005,                0.09252,                 2.3629,                 2.3986,                 1.8715,             0.00043166,             0.00043166,             0.00043166
                    148,                 1.2747,                0.88388,                 1.0752,                0.37696,                0.19092,                0.18956,                0.09347,                 2.3472,                 2.5214,                 1.8901,             0.00042891,             0.00042891,             0.00042891
                    149,                 1.2898,                0.89068,                 1.0564,                0.42133,                0.15207,                 0.1807,                0.08198,                 2.3526,                 2.4639,                 1.8922,             0.00042616,             0.00042616,             0.00042616
                    150,                 1.2562,                0.86116,                 1.0558,                0.48116,                0.18337,                0.19546,                0.09384,                 2.3411,                 2.3891,                 1.8823,             0.00042341,             0.00042341,             0.00042341
                    151,                 1.2474,                0.85231,                 1.0516,                0.52676,                0.16955,                0.17656,                0.08499,                 2.3904,                 2.4128,                 1.8809,             0.00042066,             0.00042066,             0.00042066
                    152,                 1.2349,                0.85108,                 1.0503,                0.40147,                0.17222,                0.19545,                0.09145,                   2.36,                 2.4409,                 1.8992,             0.00041792,             0.00041792,             0.00041792
                    153,                 1.2489,                0.85263,                 1.0466,                0.40363,                0.17803,                0.18519,                0.08525,                 2.3325,                 2.6228,                 1.9096,             0.00041517,             0.00041517,             0.00041517
                    154,                 1.2448,                 0.8585,                  1.048,                0.48554,                0.18955,                0.19431,                0.08423,                 2.4197,                 2.3979,                 1.9173,             0.00041242,             0.00041242,             0.00041242
                    155,                 1.2891,                0.89861,                 1.0725,                0.48783,                0.17569,                0.18162,                0.08427,                 2.3851,                 2.5091,                 1.8574,             0.00040967,             0.00040967,             0.00040967
                    156,                  1.246,                 0.8523,                 1.0601,                0.58708,                0.16599,                0.18521,                0.08795,                  2.427,                  2.482,                 1.8895,             0.00040692,             0.00040692,             0.00040692
                    157,                 1.2532,                0.86191,                 1.0567,                0.58058,                0.18817,                0.18664,                 0.0967,                 2.4293,                 2.4632,                 1.9435,             0.00040417,             0.00040417,             0.00040417
                    158,                 1.2786,                0.87919,                  1.071,                0.54017,                0.19281,                0.19939,                 0.0929,                 2.4186,                 2.3571,                 1.9743,             0.00040142,             0.00040142,             0.00040142
                    159,                 1.2212,                0.83327,                 1.0517,                0.54205,                0.21644,                0.20987,                0.10373,                 2.4053,                 2.4057,                 1.9486,             0.00039867,             0.00039867,             0.00039867
                    160,                 1.2169,                0.84023,                 1.0491,                0.59249,                0.17643,                0.19544,                0.09543,                 2.3803,                 2.3801,                 1.9734,             0.00039592,             0.00039592,             0.00039592
                    161,                 1.2193,                 0.8356,                 1.0408,                0.53121,                0.17606,                0.18775,                 0.0871,                 2.3625,                 2.4311,                 1.8775,             0.00039318,             0.00039318,             0.00039318
                    162,                 1.2071,                0.82005,                 1.0399,                0.47202,                0.20653,                0.18337,                0.08834,                 2.3741,                 2.5962,                 1.8942,             0.00039043,             0.00039043,             0.00039043
                    163,                 1.2281,                0.84486,                  1.038,                0.65962,                0.17046,                 0.1908,                0.08862,                 2.3699,                 2.5049,                  1.932,             0.00038768,             0.00038768,             0.00038768
                    164,                 1.2574,                0.84598,                 1.0531,                0.40179,                0.17951,                0.18929,                0.08637,                 2.3585,                 2.4805,                 1.8874,             0.00038493,             0.00038493,             0.00038493
                    165,                 1.2396,                 0.8416,                 1.0481,                0.41507,                0.17189,                0.19359,                0.09358,                 2.4151,                 2.5141,                 1.9724,             0.00038218,             0.00038218,             0.00038218
                    166,                  1.204,                0.84054,                 1.0417,                 0.5599,                 0.1844,                0.18649,                0.08913,                 2.3646,                 2.4967,                 1.8463,             0.00037943,             0.00037943,             0.00037943
                    167,                 1.2204,                0.81916,                 1.0286,                0.44283,                0.21189,                0.18817,                0.08857,                 2.4077,                 2.4381,                 1.9026,             0.00037668,             0.00037668,             0.00037668
                    168,                 1.2191,                0.82889,                  1.033,                 0.6319,                0.18368,                0.19462,                0.08881,                  2.395,                 2.4147,                 1.9184,             0.00037393,             0.00037393,             0.00037393
                    169,                 1.1888,                0.82381,                 1.0264,                0.53874,                0.16767,                0.18458,                0.08805,                 2.4211,                  2.398,                 1.9387,             0.00037118,             0.00037118,             0.00037118
                    170,                 1.2178,                0.81375,                  1.033,                0.46189,                0.19617,                0.19935,                0.09402,                 2.4099,                 2.4614,                 1.9289,             0.00036844,             0.00036844,             0.00036844
                    171,                 1.2043,                 0.8391,                 1.0293,                0.60257,                0.17495,                0.19552,                 0.0982,                 2.4225,                 2.4457,                 1.9939,             0.00036569,             0.00036569,             0.00036569
                    172,                 1.2226,                0.82704,                 1.0478,                0.58246,                0.17135,                0.19361,                0.09828,                 2.4842,                 2.4966,                 1.9964,             0.00036294,             0.00036294,             0.00036294
                    173,                 1.1763,                0.79103,                 1.0224,                0.56803,                0.18206,                0.18423,                0.08815,                  2.432,                 2.6501,                 1.9169,             0.00036019,             0.00036019,             0.00036019
                    174,                 1.1627,                 0.7875,                 1.0309,                0.39481,                 0.1782,                0.19072,                0.08801,                 2.4096,                  2.575,                 1.9542,             0.00035744,             0.00035744,             0.00035744
                    175,                 1.1958,                0.83208,                 1.0367,                0.59348,                0.17181,                  0.199,                0.09637,                  2.392,                 2.5286,                 1.9332,             0.00035469,             0.00035469,             0.00035469
                    176,                 1.1546,                0.77063,                 1.0163,                 0.4072,                0.19723,                0.19866,                 0.0952,                 2.3623,                 2.5912,                 1.8816,             0.00035194,             0.00035194,             0.00035194
                    177,                 1.2116,                0.81381,                 1.0391,                0.54004,                0.17313,                0.19742,                0.09207,                 2.3651,                 2.5147,                 1.8651,             0.00034919,             0.00034919,             0.00034919
                    178,                 1.1917,                 0.8085,                 1.0326,                0.51369,                0.20168,                0.20043,                0.09317,                 2.3976,                 2.4153,                 1.8918,             0.00034644,             0.00034644,             0.00034644
                    179,                 1.1989,                 0.8148,                 1.0219,                0.59396,                0.19361,                0.20353,                0.09606,                 2.3747,                  2.367,                 1.8858,              0.0003437,              0.0003437,              0.0003437
