                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     17,                 1.9413,                 2.0965,                 1.4764,                0.32219,                0.14472,                0.14168,                0.06848,                 2.1846,                 2.2883,                  1.665,             0.00076703,             0.00076703,             0.00076703
                     18,                 1.9622,                 2.1851,                 1.5169,                0.40798,                0.13385,                 0.1189,                0.05604,                 2.1988,                 2.4135,                 1.6874,              0.0007629,              0.0007629,              0.0007629
                     19,                 1.9226,                 2.0851,                 1.4983,                0.33885,                0.13851,                 0.1381,                0.06472,                  2.162,                 2.2897,                 1.6767,             0.00075878,             0.00075878,             0.00075878
                     20,                 1.9107,                 1.9703,                 1.4634,                0.34548,                0.16577,                0.14498,                0.06697,                 2.1414,                 2.2797,                 1.6403,             0.00075466,             0.00075466,             0.00075466
                     21,                 1.9938,                 2.0715,                 1.5197,                0.58836,                0.12875,                0.14611,                0.06679,                 2.1673,                 2.2647,                 1.6422,             0.00075053,             0.00075053,             0.00075053
                     22,                 1.9083,                 2.0658,                 1.4616,                 0.2571,                0.17735,                 0.1617,                0.07198,                 2.1909,                 2.1844,                 1.6884,             0.00074641,             0.00074641,             0.00074641
                     23,                 1.8691,                 1.9042,                 1.4373,                0.65186,                0.13664,                0.17024,                 0.0744,                 2.1431,                 2.1669,                 1.6236,             0.00074229,             0.00074229,             0.00074229
                     24,                 1.8836,                 1.8805,                 1.4305,                0.47085,                0.17472,                0.18299,                0.07773,                 2.1652,                 2.2728,                 1.6659,             0.00073816,             0.00073816,             0.00073816
                     25,                 1.9283,                 1.9834,                 1.4758,                0.59862,                0.17984,                0.16949,                0.07887,                 2.1459,                 2.2143,                 1.6349,             0.00073404,             0.00073404,             0.00073404
                     26,                 1.8642,                 1.8781,                 1.4382,                0.71471,                 0.1476,                0.21011,                0.08697,                 2.2187,                 2.2658,                  1.687,             0.00072992,             0.00072992,             0.00072992
                     27,                 1.8496,                  1.894,                 1.4425,                0.56891,                0.16843,                0.16809,                0.07482,                 2.2149,                 2.2865,                 1.6777,             0.00072579,             0.00072579,             0.00072579
                     28,                 1.8694,                 1.9249,                 1.4551,                0.46795,                0.18359,                0.16197,                0.07474,                 2.1639,                 2.1391,                 1.6494,             0.00072167,             0.00072167,             0.00072167
                     29,                 1.8475,                 1.8699,                 1.4527,                0.40656,                0.18304,                0.19036,                0.08519,                 2.2176,                 2.3359,                 1.7236,             0.00071755,             0.00071755,             0.00071755
                     30,                 1.8237,                 1.8631,                 1.4191,                0.57678,                0.17969,                0.20816,                0.07987,                 2.2312,                  2.219,                 1.6351,             0.00071342,             0.00071342,             0.00071342
                     31,                 1.8425,                  1.895,                 1.4602,                0.45782,                 0.1881,                0.14854,                0.06644,                  2.191,                 2.2892,                 1.6727,              0.0007093,              0.0007093,              0.0007093
                     32,                 1.8126,                 1.8062,                 1.4443,                0.45359,                0.22948,                0.18766,                0.08702,                 2.1458,                 2.1329,                 1.6666,             0.00070518,             0.00070518,             0.00070518
                     33,                 1.8013,                 1.7736,                 1.3962,                0.31955,                0.28224,                 0.1865,                0.08306,                 2.1443,                 2.3249,                 1.5987,             0.00070105,             0.00070105,             0.00070105
                     34,                 1.7802,                 1.8181,                 1.3803,                 0.4563,                0.20284,                0.18487,                 0.0876,                 2.1776,                 2.1841,                 1.6787,             0.00069693,             0.00069693,             0.00069693
                     35,                  1.812,                  1.795,                 1.4166,                0.43834,                0.16364,                0.13594,                0.06279,                 2.2088,                 2.3874,                 1.6587,             0.00069281,             0.00069281,             0.00069281
                     36,                 1.8068,                 1.8132,                 1.4149,                0.45204,                0.16888,                0.15494,                 0.0736,                 2.1432,                 2.2463,                 1.6541,             0.00068868,             0.00068868,             0.00068868
                     37,                 1.7771,                 1.7283,                 1.3821,                0.53221,                0.20501,                0.20061,                0.09026,                 2.1272,                 2.1781,                 1.6624,             0.00068456,             0.00068456,             0.00068456
                     38,                 1.7435,                 1.7042,                 1.3846,                0.44235,                0.17347,                0.16991,                0.08053,                 2.1861,                 2.2551,                 1.6859,             0.00068044,             0.00068044,             0.00068044
                     39,                 1.7922,                 1.7126,                 1.3844,                0.50487,                0.14979,                0.16847,                0.07286,                 2.2226,                 2.1523,                 1.6797,             0.00067631,             0.00067631,             0.00067631
                     40,                 1.7399,                 1.7004,                  1.388,                0.46452,                0.18464,                0.18063,                0.07824,                 2.1681,                 2.1093,                 1.6697,             0.00067219,             0.00067219,             0.00067219
                     41,                 1.7594,                 1.7091,                 1.3761,                0.43836,                 0.1943,                0.18591,                0.08398,                 2.1584,                 2.1398,                 1.6345,             0.00066807,             0.00066807,             0.00066807
                     42,                 1.7563,                 1.6881,                 1.3536,                0.62803,                 0.1763,                0.18348,                 0.0812,                 2.1582,                 2.1455,                 1.6751,             0.00066394,             0.00066394,             0.00066394
                     43,                 1.7528,                 1.6656,                 1.3909,                0.48493,                0.19412,                0.17184,                0.07581,                 2.1593,                 2.1387,                 1.6551,             0.00065982,             0.00065982,             0.00065982
                     44,                 1.7174,                 1.6082,                 1.3478,                0.47339,                0.21531,                0.18201,                0.08189,                 2.2035,                 2.1717,                 1.6994,              0.0006557,              0.0006557,              0.0006557
                     45,                 1.7491,                 1.6863,                 1.3626,                0.51973,                0.15216,                0.16208,                0.07641,                 2.1825,                 2.1165,                 1.6424,             0.00065157,             0.00065157,             0.00065157
                     46,                  1.745,                 1.6407,                 1.3742,                0.43768,                0.20802,                0.18446,                0.08298,                 2.1889,                 2.0927,                 1.6876,             0.00064745,             0.00064745,             0.00064745
                     47,                 1.7562,                 1.6374,                 1.3593,                0.52002,                0.18672,                0.17592,                0.08202,                 2.1936,                 2.1305,                 1.6901,             0.00064333,             0.00064333,             0.00064333
                     48,                 1.6982,                 1.5714,                 1.3354,                 0.6169,                0.15332,                 0.1699,                0.08355,                 2.1781,                 2.1236,                 1.6454,              0.0006392,              0.0006392,              0.0006392
                     49,                 1.7088,                 1.6015,                 1.3391,                0.61033,                0.18758,                0.21345,                0.09082,                 2.1353,                 2.0968,                 1.6403,             0.00063508,             0.00063508,             0.00063508
                     50,                  1.703,                 1.6269,                 1.3705,                0.47065,                0.17082,                 0.1702,                0.07941,                 2.2012,                 2.2119,                  1.685,             0.00063096,             0.00063096,             0.00063096
                     51,                 1.7407,                 1.6357,                 1.3524,                 0.5042,                0.15759,                 0.1685,                0.08195,                 2.1875,                 2.0951,                 1.7028,             0.00062683,             0.00062683,             0.00062683
                     52,                 1.7091,                 1.5786,                 1.3208,                0.24272,                0.28303,                0.20111,                0.08335,                 2.1406,                 2.3356,                 1.7059,             0.00062271,             0.00062271,             0.00062271
                     53,                 1.7153,                 1.5733,                 1.3604,                0.36223,                0.20125,                0.19324,                0.09093,                  2.157,                 2.0923,                 1.6545,             0.00061859,             0.00061859,             0.00061859
                     54,                 1.6786,                 1.6442,                 1.3952,                0.52501,                0.21605,                0.21105,                0.09043,                 2.1578,                 2.1691,                 1.6858,             0.00061446,             0.00061446,             0.00061446
                     55,                 1.6661,                 1.5491,                 1.3311,                0.48149,                0.20498,                0.18474,                0.08201,                 2.1903,                 2.1614,                 1.6658,             0.00061034,             0.00061034,             0.00061034
                     56,                 1.6453,                 1.5214,                 1.3293,                0.41142,                0.19317,                0.19498,                0.08669,                 2.1715,                 2.0859,                 1.6688,             0.00060622,             0.00060622,             0.00060622
                     57,                 1.6415,                 1.5409,                 1.2789,                0.36052,                0.18299,                0.18433,                0.08354,                 2.1655,                 2.1851,                   1.68,             0.00060209,             0.00060209,             0.00060209
                     58,                 1.6381,                 1.4995,                 1.3131,                 0.4691,                0.18427,                0.21198,                0.09702,                 2.1816,                 2.1396,                 1.6668,             0.00059797,             0.00059797,             0.00059797
                     59,                 1.6227,                  1.495,                 1.2888,                0.41296,                0.24641,                0.21841,                0.08893,                 2.1682,                 2.1332,                 1.6638,             0.00059385,             0.00059385,             0.00059385
                     60,                 1.6785,                 1.5396,                 1.3199,                0.37738,                 0.1825,                0.18432,                0.08179,                 2.2395,                 2.1948,                 1.7118,             0.00058972,             0.00058972,             0.00058972
                     61,                 1.7008,                 1.5944,                 1.3694,                0.30783,                0.19865,                0.15935,                0.07622,                 2.1599,                 2.1414,                 1.6648,              0.0005856,              0.0005856,              0.0005856
                     62,                 1.6358,                 1.4926,                 1.2942,                0.54147,                0.20103,                0.21189,                0.09481,                 2.1794,                 2.1578,                 1.6535,             0.00058148,             0.00058148,             0.00058148
                     63,                 1.6675,                 1.4892,                 1.3151,                0.35253,                0.18644,                0.18072,                 0.0847,                 2.1395,                 2.1122,                 1.6361,             0.00057735,             0.00057735,             0.00057735
                     64,                 1.6514,                 1.4977,                 1.2882,                 0.3983,                0.24301,                0.20156,                0.08841,                  2.196,                 2.1532,                 1.6898,             0.00057323,             0.00057323,             0.00057323
                     65,                 1.6117,                 1.4606,                 1.2674,                0.39742,                0.19046,                0.21221,                0.09245,                 2.1517,                 2.1413,                 1.6458,             0.00056911,             0.00056911,             0.00056911
                     66,                  1.592,                 1.4427,                 1.2744,                0.35309,                0.21169,                0.18809,                0.08679,                 2.1958,                 2.1539,                 1.6687,             0.00056498,             0.00056498,             0.00056498
                     67,                 1.6182,                 1.4395,                 1.2798,                0.37587,                0.17508,                0.19958,                0.09061,                  2.234,                 2.1752,                 1.7011,             0.00056086,             0.00056086,             0.00056086
                     68,                 1.6326,                 1.4252,                 1.2892,                0.37563,                0.30052,                0.23187,                0.09425,                 2.1273,                 2.1108,                 1.6504,             0.00055674,             0.00055674,             0.00055674
                     69,                 1.6035,                 1.4369,                 1.2874,                0.46726,                0.19573,                0.20732,                0.08945,                 2.1431,                 2.0624,                 1.6148,             0.00055261,             0.00055261,             0.00055261
                     70,                 1.5722,                 1.4037,                 1.2643,                0.50692,                0.19105,                0.20053,                0.09545,                 2.1306,                 2.1413,                 1.6488,             0.00054849,             0.00054849,             0.00054849
                     71,                 1.5832,                 1.3659,                 1.2451,                0.46908,                0.24652,                0.22974,                0.09336,                  2.177,                 2.1208,                 1.6537,             0.00054437,             0.00054437,             0.00054437
                     72,                 1.5664,                 1.3789,                 1.2854,                0.25872,                0.18345,                0.18718,                0.08928,                 2.2036,                 2.0926,                 1.7013,             0.00054024,             0.00054024,             0.00054024
                     73,                 1.5926,                  1.397,                 1.2687,                0.52352,                0.18266,                0.22338,                0.08954,                 2.1447,                 2.0923,                 1.6506,             0.00053612,             0.00053612,             0.00053612
                     74,                 1.5509,                 1.3616,                 1.2627,                  0.383,                0.20981,                0.19789,                0.09326,                 2.1336,                 2.1053,                 1.6868,               0.000532,               0.000532,               0.000532
                     75,                 1.5278,                 1.3144,                 1.2351,                0.32742,                0.26581,                0.23341,                0.09481,                 2.1459,                 2.1306,                 1.6698,             0.00052787,             0.00052787,             0.00052787
                     76,                 1.6191,                 1.4222,                 1.3235,                0.36482,                0.23846,                0.23854,                0.09782,                 2.1228,                 2.0895,                 1.6698,             0.00052375,             0.00052375,             0.00052375
                     77,                 1.5688,                 1.3567,                 1.2391,                0.22123,                0.27512,                0.20194,                0.08626,                 2.2117,                 2.1015,                 1.6969,             0.00051963,             0.00051963,             0.00051963
                     78,                 1.5209,                 1.3455,                 1.2433,                0.28378,                0.25749,                 0.2337,                0.09523,                 2.1565,                   2.15,                 1.6514,              0.0005155,              0.0005155,              0.0005155
                     79,                 1.5725,                 1.3504,                 1.2361,                0.47292,                0.23214,                0.22285,                0.09191,                 2.2084,                 2.1753,                 1.6936,             0.00051138,             0.00051138,             0.00051138
                     80,                 1.5535,                 1.3352,                 1.2382,                0.25986,                0.26069,                 0.2038,                0.09338,                 2.1839,                 2.0484,                 1.7108,             0.00050726,             0.00050726,             0.00050726
                     81,                 1.5629,                  1.334,                 1.2362,                0.51319,                0.19301,                0.21826,                0.08881,                 2.1678,                 2.1351,                 1.7025,             0.00050313,             0.00050313,             0.00050313
                     82,                 1.5534,                 1.3379,                 1.2492,                0.44404,                0.24337,                0.23751,                0.09867,                 2.1761,                  2.116,                  1.651,             0.00049901,             0.00049901,             0.00049901
                     83,                  1.516,                 1.3025,                 1.2116,                0.24009,                0.25064,                0.21599,                0.08938,                 2.1593,                 2.1594,                 1.6902,             0.00049489,             0.00049489,             0.00049489
                     84,                 1.4945,                 1.2931,                 1.2245,                0.31665,                0.22344,                0.20572,                0.08351,                 2.2115,                 2.1983,                 1.6713,             0.00049076,             0.00049076,             0.00049076
                     85,                 1.5031,                 1.2711,                  1.216,                0.34877,                0.17315,                0.18158,                0.08633,                 2.2178,                 2.2112,                 1.7271,             0.00048664,             0.00048664,             0.00048664
                     86,                 1.5235,                 1.2929,                 1.2404,                0.22618,                 0.1889,                0.18973,                0.08766,                 2.1651,                 2.1641,                 1.6847,             0.00048252,             0.00048252,             0.00048252
                     87,                 1.5074,                 1.2588,                 1.2312,                0.35721,                0.19757,                0.19171,                0.08721,                 2.1936,                 2.1225,                  1.705,             0.00047839,             0.00047839,             0.00047839
                     88,                 1.5365,                 1.2048,                 1.2133,                0.49708,                 0.2283,                0.20062,                0.09025,                 2.1865,                 2.1595,                 1.7138,             0.00047427,             0.00047427,             0.00047427
                     89,                 1.4965,                 1.2247,                  1.196,                 0.4777,                0.20535,                0.21783,                0.08831,                 2.1989,                 2.1791,                 1.6883,             0.00047015,             0.00047015,             0.00047015
                     90,                 1.5135,                 1.2695,                 1.2277,                0.60202,                0.17142,                0.20599,                0.09348,                 2.2581,                 2.2288,                 1.7552,             0.00046602,             0.00046602,             0.00046602
                     91,                 1.4873,                 1.1914,                 1.1968,                0.21034,                0.29312,                0.23332,                0.09491,                 2.2429,                 2.2166,                 1.7535,              0.0004619,              0.0004619,              0.0004619
                     92,                 1.5158,                 1.2652,                 1.2346,                0.46977,                0.18974,                0.19564,                0.09104,                  2.196,                 2.1062,                 1.7017,             0.00045778,             0.00045778,             0.00045778
                     93,                 1.5251,                 1.2482,                 1.2131,                 0.4438,                0.22604,                0.22995,                0.09667,                 2.2067,                 2.1494,                 1.6485,             0.00045365,             0.00045365,             0.00045365
                     94,                   1.53,                  1.262,                 1.2262,                0.21888,                0.28521,                0.22729,                0.09185,                 2.2619,                  2.229,                 1.7161,             0.00044953,             0.00044953,             0.00044953
                     95,                 1.5019,                 1.2688,                  1.209,                0.35229,                 0.2509,                0.20291,                0.09222,                   2.24,                 2.1413,                 1.7156,             0.00044541,             0.00044541,             0.00044541
                     96,                   1.48,                 1.2105,                 1.1956,                0.43538,                 0.2131,                0.20557,                0.09318,                 2.2644,                 2.1978,                 1.7499,             0.00044128,             0.00044128,             0.00044128
                     97,                 1.4215,                 1.1521,                  1.172,                0.33215,                0.23774,                0.18694,                0.08872,                 2.2335,                 2.1816,                 1.7581,             0.00043716,             0.00043716,             0.00043716
                     98,                 1.4887,                 1.2085,                 1.2091,                0.20283,                0.27622,                 0.2201,                0.09842,                 2.2334,                 2.1426,                 1.7401,             0.00043304,             0.00043304,             0.00043304
                     99,                 1.3969,                  1.147,                 1.1612,                0.41298,                 0.2975,                0.21626,                0.10114,                 2.2395,                 2.1775,                 1.7039,             0.00042891,             0.00042891,             0.00042891
                    100,                 1.4647,                 1.2033,                 1.1638,                0.25829,                0.21789,                0.19765,                0.09087,                 2.2299,                  2.156,                 1.7343,             0.00042479,             0.00042479,             0.00042479
                    101,                 1.4431,                 1.1751,                 1.1875,                0.24983,                0.30217,                0.24014,                0.09548,                 2.2449,                 2.1567,                 1.7128,             0.00042066,             0.00042066,             0.00042066
                    102,                 1.4741,                 1.1837,                 1.2006,                0.58659,                0.19081,                0.18848,                0.08911,                 2.2646,                 2.1546,                 1.7453,             0.00041654,             0.00041654,             0.00041654
                    103,                  1.444,                 1.1621,                 1.1736,                0.32266,                0.23172,                0.18211,                 0.0835,                 2.2527,                 2.2413,                 1.7345,             0.00041242,             0.00041242,             0.00041242
                    104,                 1.4342,                 1.1485,                 1.1744,                0.51404,                0.21243,                0.18128,                0.08559,                   2.26,                 2.2154,                 1.7725,             0.00040829,             0.00040829,             0.00040829
                    105,                   1.43,                 1.0994,                 1.1601,                0.54157,                0.17944,                0.18977,                0.08678,                 2.2508,                 2.1758,                 1.7618,             0.00040417,             0.00040417,             0.00040417
                    106,                 1.4647,                 1.1791,                 1.1964,                0.20823,                 0.2241,                0.19949,                 0.0925,                 2.2132,                 2.1299,                 1.7651,             0.00040005,             0.00040005,             0.00040005
                    107,                 1.4266,                 1.1343,                 1.1426,                 0.4457,                0.24587,                0.22069,                0.08797,                 2.2264,                 2.1825,                  1.734,             0.00039592,             0.00039592,             0.00039592
                    108,                 1.4034,                 1.1262,                 1.1752,                0.41738,                0.22377,                0.20444,                0.08757,                 2.2355,                 2.1849,                 1.7781,              0.0003918,              0.0003918,              0.0003918
                    109,                  1.466,                 1.2283,                 1.1907,                0.39175,                0.24102,                0.21333,                0.09323,                 2.2766,                 2.1972,                 1.7947,             0.00038768,             0.00038768,             0.00038768
                    110,                 1.3995,                 1.0901,                 1.1623,                0.40703,                0.19427,                0.20441,                 0.0922,                 2.2761,                  2.152,                 1.7514,             0.00038355,             0.00038355,             0.00038355
                    111,                 1.3796,                 1.0981,                 1.1158,                0.40599,                0.21561,                0.20589,                0.09473,                 2.2912,                 2.1316,                 1.8077,             0.00037943,             0.00037943,             0.00037943
                    112,                 1.4195,                 1.0977,                 1.1737,                 0.3997,                0.18404,                0.19178,                0.08616,                 2.2792,                 2.1391,                 1.7901,             0.00037531,             0.00037531,             0.00037531
                    113,                 1.4476,                 1.1203,                 1.2026,                0.58791,                0.20392,                0.20522,                0.09224,                 2.2275,                 2.1498,                 1.7187,             0.00037118,             0.00037118,             0.00037118
                    114,                 1.4095,                 1.0554,                 1.1411,                0.49933,                0.23357,                0.21948,                0.09518,                 2.2544,                 2.2531,                 1.7568,             0.00036706,             0.00036706,             0.00036706
                    115,                 1.3764,                 1.0516,                 1.1489,                0.32884,                0.31262,                0.20481,                0.09413,                 2.2801,                 2.2256,                 1.8036,             0.00036294,             0.00036294,             0.00036294
                    116,                  1.399,                 1.1071,                 1.1877,                0.44038,                0.19476,                0.21238,                0.09789,                 2.2374,                 2.2117,                 1.7622,             0.00035881,             0.00035881,             0.00035881
                    117,                 1.3755,                 1.0628,                 1.1388,                0.40901,                0.19772,                0.20578,                0.09403,                 2.2614,                 2.1925,                   1.77,             0.00035469,             0.00035469,             0.00035469
                    118,                 1.3861,                 1.0776,                 1.1284,                0.40779,                0.29065,                0.23083,                0.10218,                 2.2287,                 2.1703,                 1.7175,             0.00035057,             0.00035057,             0.00035057
                    119,                 1.3759,                 1.0655,                 1.1477,                0.44451,                0.27185,                0.22322,                 0.0994,                 2.2616,                 2.1976,                 1.7538,             0.00034644,             0.00034644,             0.00034644
                    120,                 1.3376,                  1.048,                 1.1337,                0.25896,                0.29864,                 0.2231,                0.09864,                 2.2651,                 2.1688,                   1.77,             0.00034232,             0.00034232,             0.00034232
                    121,                 1.3597,                 1.0581,                 1.1473,                0.55757,                0.18384,                0.19559,                0.09283,                 2.2918,                 2.2288,                 1.7934,              0.0003382,              0.0003382,              0.0003382
                    122,                 1.3408,                0.99105,                 1.1059,                0.32713,                0.26157,                0.21731,                0.10052,                 2.2922,                 2.1993,                  1.774,             0.00033407,             0.00033407,             0.00033407
                    123,                   1.35,                 1.0758,                 1.1343,                0.58857,                0.19673,                0.21285,                0.10084,                 2.2665,                 2.1313,                 1.7898,             0.00032995,             0.00032995,             0.00032995
                    124,                 1.3905,                 1.0462,                 1.1222,                0.52965,                0.20695,                  0.213,                0.09634,                 2.2891,                 2.2165,                 1.7848,             0.00032583,             0.00032583,             0.00032583
                    125,                 1.3782,                 1.0684,                 1.1534,                0.41757,                0.21935,                0.22106,                 0.1038,                 2.2539,                 2.1852,                 1.7385,              0.0003217,              0.0003217,              0.0003217
                    126,                 1.3546,                 1.0466,                 1.1316,                0.29213,                0.26688,                0.21699,                0.09664,                 2.2673,                 2.1711,                 1.7581,             0.00031758,             0.00031758,             0.00031758
                    127,                 1.3672,                 1.0295,                 1.1154,                0.41536,                0.21748,                0.21325,                0.09763,                  2.253,                 2.1238,                 1.7576,             0.00031346,             0.00031346,             0.00031346
                    128,                 1.3216,                0.99268,                 1.1083,                0.42361,                0.20644,                0.22662,                0.10519,                 2.2506,                 2.1136,                 1.7572,             0.00030933,             0.00030933,             0.00030933
                    129,                 1.3533,                 1.0049,                 1.1128,                0.44507,                0.18846,                0.21907,                0.10168,                 2.2514,                 2.2009,                  1.759,             0.00030521,             0.00030521,             0.00030521
                    130,                 1.2986,                0.97313,                 1.0925,                0.43874,                0.19162,                0.20619,                0.09241,                 2.2922,                 2.1969,                 1.8146,             0.00030109,             0.00030109,             0.00030109
                    131,                 1.3197,                 1.0003,                 1.1064,                0.45808,                0.20664,                0.21855,                0.09942,                 2.2887,                 2.2033,                 1.7893,             0.00029696,             0.00029696,             0.00029696
                    132,                 1.3551,                  1.059,                 1.1163,                0.54722,                0.20615,                  0.251,                0.10448,                 2.2904,                  2.182,                 1.8176,             0.00029284,             0.00029284,             0.00029284
                    133,                 1.2824,                0.93905,                 1.0746,                0.51076,                0.23963,                0.22795,                0.10516,                 2.3129,                  2.177,                 1.8584,             0.00028872,             0.00028872,             0.00028872
                    134,                 1.3171,                0.95864,                 1.0898,                0.42637,                0.27049,                0.21625,                0.10459,                 2.3073,                  2.187,                 1.8203,             0.00028459,             0.00028459,             0.00028459
                    135,                 1.3534,                 1.0021,                 1.1258,                0.49487,                0.25597,                0.24528,                0.10907,                 2.2577,                 2.2036,                 1.7645,             0.00028047,             0.00028047,             0.00028047
                    136,                 1.2688,                0.93692,                 1.0861,                0.29144,                0.30011,                0.24207,                0.10975,                 2.2859,                 2.1915,                 1.8083,             0.00027635,             0.00027635,             0.00027635
                    137,                 1.3169,                0.99931,                  1.098,                0.32286,                0.24529,                0.24654,                0.11215,                 2.2483,                 2.1833,                 1.7737,             0.00027222,             0.00027222,             0.00027222
                    138,                  1.262,                0.94579,                 1.0901,                 0.4347,                 0.2272,                 0.2314,                0.10518,                 2.2916,                 2.1705,                 1.7956,              0.0002681,              0.0002681,              0.0002681
                    139,                 1.3085,                0.94141,                 1.0937,                0.33365,                0.30395,                0.22363,                0.10436,                 2.2815,                 2.2624,                 1.7435,             0.00026398,             0.00026398,             0.00026398
                    140,                 1.2964,                0.95299,                 1.0863,                 0.4292,                0.21141,                0.21786,                0.09727,                 2.2764,                 2.2177,                 1.7517,             0.00025985,             0.00025985,             0.00025985
                    141,                 1.2967,                0.99778,                 1.0865,                0.43028,                0.26322,                0.22208,                0.10188,                 2.2686,                 2.2305,                  1.786,             0.00025573,             0.00025573,             0.00025573
                    142,                 1.3121,                0.95583,                 1.0783,                0.49564,                0.23198,                 0.2182,                0.09816,                 2.2707,                 2.2867,                 1.7456,             0.00025161,             0.00025161,             0.00025161
                    143,                 1.2586,                0.90694,                 1.0716,                0.22876,                0.32138,                 0.2368,                0.10386,                 2.2693,                 2.2327,                 1.7802,             0.00024748,             0.00024748,             0.00024748
                    144,                 1.2806,                0.92974,                 1.0804,                 0.4476,                0.20553,                0.23889,                0.10549,                 2.2929,                  2.176,                  1.798,             0.00024336,             0.00024336,             0.00024336
                    145,                  1.278,                0.89881,                 1.0801,                0.46534,                0.28053,                0.24278,                0.10629,                 2.2683,                 2.2127,                 1.7842,             0.00023924,             0.00023924,             0.00023924
                    146,                 1.2526,                0.90255,                  1.071,                0.43068,                0.28299,                0.23961,                0.10404,                 2.3084,                 2.2081,                 1.7786,             0.00023511,             0.00023511,             0.00023511
                    147,                 1.3009,                0.96164,                  1.098,                0.46665,                0.21836,                0.22975,                0.10252,                 2.2989,                 2.2413,                  1.786,             0.00023099,             0.00023099,             0.00023099
                    148,                 1.2337,                0.89539,                 1.0611,                0.40814,                0.29868,                 0.2361,                0.11112,                 2.2724,                 2.2303,                 1.7806,             0.00022687,             0.00022687,             0.00022687
                    149,                 1.2534,                0.91318,                 1.0749,                0.29033,                0.31435,                0.23934,                0.10805,                 2.3309,                 2.3359,                 1.7943,             0.00022274,             0.00022274,             0.00022274
                    150,                 1.2785,                0.92587,                 1.0718,                0.37296,                 0.3614,                0.24335,                0.10781,                 2.3425,                  2.331,                 1.8266,             0.00021862,             0.00021862,             0.00021862
                    151,                 1.2658,                 0.9004,                 1.0728,                0.24468,                0.31979,                0.23566,                 0.1005,                 2.3063,                 2.1862,                 1.8401,              0.0002145,              0.0002145,              0.0002145
