                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    152,                 1.2521,                0.88496,                 1.0685,                0.33906,                0.29401,                0.23237,                0.10844,                 2.2909,                 2.1375,                 1.8435,             0.00021037,             0.00021037,             0.00021037
                    153,                 1.2499,                0.90109,                 1.0848,                0.39069,                0.26517,                0.22746,                0.10687,                 2.3094,                 2.2181,                 1.8086,             0.00020625,             0.00020625,             0.00020625
                    154,                 1.2281,                0.88984,                 1.0629,                0.24541,                0.28134,                0.23602,                0.10765,                 2.3078,                 2.2634,                 1.7873,             0.00020213,             0.00020213,             0.00020213
                    155,                 1.2578,                0.89513,                 1.0586,                 0.4134,                0.22572,                0.22616,                0.10431,                 2.2908,                 2.3169,                 1.7542,               0.000198,               0.000198,               0.000198
                    156,                 1.2235,                0.86394,                 1.0607,                0.26157,                0.34822,                0.24616,                0.10708,                 2.3098,                 2.2294,                 1.7939,             0.00019388,             0.00019388,             0.00019388
                    157,                 1.2401,                0.88224,                 1.0712,                0.22714,                 0.3028,                0.23959,                0.10586,                 2.3457,                 2.2367,                 1.8373,             0.00018976,             0.00018976,             0.00018976
                    158,                 1.2217,                0.86588,                 1.0664,                0.42133,                0.22687,                0.23336,                0.10152,                 2.3511,                 2.2903,                 1.8373,             0.00018563,             0.00018563,             0.00018563
                    159,                 1.2189,                0.84646,                 1.0462,                0.38156,                0.24891,                0.23618,                0.10278,                 2.3297,                 2.3148,                 1.8198,             0.00018151,             0.00018151,             0.00018151
                    160,                 1.1832,                0.85059,                 1.0466,                0.43649,                0.21638,                 0.2251,                0.10475,                 2.3291,                 2.2241,                 1.8165,             0.00017739,             0.00017739,             0.00017739
                    161,                 1.2245,                0.85751,                 1.0587,                0.43933,                0.23371,                0.22605,                0.10455,                 2.3346,                 2.2945,                 1.8226,             0.00017326,             0.00017326,             0.00017326
                    162,                  1.205,                0.88509,                 1.0504,                0.44908,                0.19261,                0.22047,                0.10642,                 2.3337,                 2.3072,                 1.8351,             0.00016914,             0.00016914,             0.00016914
                    163,                 1.2069,                0.84368,                 1.0382,                0.44621,                0.22353,                0.22533,                0.10599,                 2.3437,                 2.2238,                 1.8403,             0.00016502,             0.00016502,             0.00016502
                    164,                 1.2039,                0.84635,                  1.052,                0.46027,                0.18238,                0.22389,                0.10343,                 2.3295,                 2.1859,                 1.8294,             0.00016089,             0.00016089,             0.00016089
                    165,                  1.227,                0.83949,                 1.0467,                0.42997,                0.22993,                0.23437,                0.10313,                 2.3047,                  2.189,                 1.8019,             0.00015677,             0.00015677,             0.00015677
                    166,                 1.2157,                0.84465,                 1.0437,                0.37246,                0.25504,                0.22087,                0.10602,                 2.3068,                 2.2745,                 1.7754,             0.00015265,             0.00015265,             0.00015265
                    167,                 1.1959,                0.82371,                 1.0324,                0.41021,                0.22822,                 0.2286,                0.10656,                 2.2972,                 2.2367,                 1.7722,             0.00014852,             0.00014852,             0.00014852
                    168,                 1.1634,                0.82043,                 1.0271,                0.38784,                 0.2994,                 0.2265,                0.10647,                 2.3375,                 2.2345,                 1.8172,              0.0001444,              0.0001444,              0.0001444
                    169,                 1.1964,                0.83354,                 1.0399,                0.39137,                0.27263,                0.22635,                0.10557,                 2.3299,                 2.2469,                 1.8043,             0.00014028,             0.00014028,             0.00014028
                    170,                 1.2362,                0.86697,                 1.0527,                0.49282,                0.21524,                0.23121,                0.10519,                 2.3292,                 2.2683,                 1.8281,             0.00013615,             0.00013615,             0.00013615
                    171,                 1.1692,                0.79992,                 1.0263,                0.46016,                 0.2354,                0.23169,                0.10768,                 2.3374,                 2.3052,                 1.8478,             0.00013203,             0.00013203,             0.00013203
                    172,                 1.1572,                0.79255,                 1.0255,                0.43652,                0.22103,                0.22781,                0.10334,                 2.3497,                 2.2205,                 1.8429,             0.00012791,             0.00012791,             0.00012791
                    173,                 1.1483,                0.79407,                 1.0328,                0.49537,                0.20404,                0.21876,                0.10424,                 2.3383,                   2.31,                 1.8201,             0.00012378,             0.00012378,             0.00012378
                    174,                 1.1822,                0.80153,                 1.0376,                0.43021,                0.22062,                0.21686,                0.10116,                 2.3352,                 2.2956,                  1.823,             0.00011966,             0.00011966,             0.00011966
                    175,                 1.1727,                0.80113,                 1.0225,                0.40202,                0.27165,                0.22144,                0.10026,                  2.303,                 2.3525,                 1.8072,             0.00011554,             0.00011554,             0.00011554
                    176,                 1.1746,                0.78863,                 1.0206,                0.28614,                0.26539,                0.22576,                0.10531,                 2.3207,                 2.2876,                 1.8398,             0.00011141,             0.00011141,             0.00011141
                    177,                 1.1955,                0.81488,                 1.0413,                0.28401,                0.26662,                0.22722,                0.10342,                 2.3516,                 2.2988,                 1.8628,             0.00010729,             0.00010729,             0.00010729
                    178,                 1.1108,                0.76466,                   1.01,                 0.3988,                 0.2739,                0.22518,                0.10052,                 2.3588,                 2.3484,                 1.8623,             0.00010317,             0.00010317,             0.00010317
                    179,                 1.1142,                0.78367,                 1.0089,                0.39082,                0.29495,                0.22664,                0.10153,                 2.3224,                 2.3499,                 1.8359,             9.9044e-05,             9.9044e-05,             9.9044e-05
                    180,                  1.179,                0.84549,                 1.0304,                 0.4411,                0.29083,                0.24439,                0.10664,                 2.3365,                 2.2842,                 1.8591,              9.492e-05,              9.492e-05,              9.492e-05
                    181,                 1.1786,                0.81944,                  1.021,                0.45878,                0.25407,                0.24027,                0.11125,                 2.3361,                 2.2912,                 1.8508,             9.0797e-05,             9.0797e-05,             9.0797e-05
                    182,                 1.1417,                0.78283,                 1.0163,                0.45418,                0.21543,                0.23038,                0.10296,                 2.3332,                 2.3203,                 1.8479,             8.6674e-05,             8.6674e-05,             8.6674e-05
                    183,                 1.1287,                0.77175,                  1.021,                0.43563,                0.23745,                 0.2349,                0.10504,                  2.342,                 2.3128,                 1.8556,              8.255e-05,              8.255e-05,              8.255e-05
                    184,                 1.1166,                0.77058,                0.99838,                0.45317,                0.26637,                0.23893,                0.10441,                  2.335,                 2.3325,                 1.8317,             7.8427e-05,             7.8427e-05,             7.8427e-05
                    185,                 1.1561,                0.80096,                 1.0175,                0.44893,                0.22005,                0.23327,                0.10463,                 2.3284,                 2.2957,                 1.8499,             7.4304e-05,             7.4304e-05,             7.4304e-05
                    186,                  1.143,                0.78479,                 1.0154,                0.44596,                0.22659,                0.23542,                0.10688,                 2.3313,                 2.2826,                 1.8567,              7.018e-05,              7.018e-05,              7.018e-05
                    187,                 1.1504,                0.80227,                 1.0236,                0.35659,                0.27969,                0.23125,                0.10146,                 2.3416,                 2.3398,                   1.85,             6.6057e-05,             6.6057e-05,             6.6057e-05
                    188,                  1.146,                0.79019,                 1.0127,                0.34407,                0.27752,                0.23374,                0.10208,                 2.3394,                 2.3429,                 1.8514,             6.1934e-05,             6.1934e-05,             6.1934e-05
                    189,                 1.1335,                0.78105,                 1.0007,                0.41824,                 0.2046,                0.22442,                0.10069,                 2.3368,                  2.358,                 1.8574,              5.781e-05,              5.781e-05,              5.781e-05
                    190,                 1.1556,                0.77271,                 1.0175,                0.43949,                0.25993,                0.23413,                0.10207,                 2.3489,                 2.3456,                 1.8607,             5.3687e-05,             5.3687e-05,             5.3687e-05
                    191,                 1.1908,                0.77844,                 1.0243,                0.46091,                0.24242,                0.22763,                0.10439,                 2.3809,                 2.2724,                 1.8976,             4.9564e-05,             4.9564e-05,             4.9564e-05
                    192,                 1.1565,                0.76219,                 1.0344,                0.47338,                0.22972,                0.23152,                0.10498,                 2.3849,                 2.2841,                 1.8815,              4.544e-05,              4.544e-05,              4.544e-05
                    193,                 1.1237,                0.72387,                0.99933,                0.47937,                0.24199,                0.23069,                0.10359,                 2.3922,                 2.3053,                 1.8794,             4.1317e-05,             4.1317e-05,             4.1317e-05
                    194,                 1.1223,                0.71172,                0.99097,                0.38925,                0.30633,                0.22538,                0.10461,                 2.3748,                  2.278,                 1.8561,             3.7193e-05,             3.7193e-05,             3.7193e-05
                    195,                 1.1084,                0.69703,                0.98758,                0.37332,                0.29681,                0.22878,                 0.1045,                 2.3726,                 2.2871,                 1.8613,              3.307e-05,              3.307e-05,              3.307e-05
                    196,                   1.12,                 0.7205,                0.99826,                0.43479,                0.26091,                0.23336,                0.10496,                 2.3848,                 2.2907,                 1.8888,             2.8947e-05,             2.8947e-05,             2.8947e-05
                    197,                 1.0897,                0.74023,                0.98783,                0.42641,                0.26374,                0.22896,                0.10123,                 2.3826,                 2.2852,                 1.8811,             2.4823e-05,             2.4823e-05,             2.4823e-05
                    198,                 1.1389,                0.70844,                 1.0034,                0.34388,                0.27573,                0.21619,                0.09771,                 2.3732,                 2.2997,                 1.8749,               2.07e-05,               2.07e-05,               2.07e-05
                    199,                 1.1225,                0.71192,                 1.0067,                0.42296,                0.20607,                0.21698,                0.09853,                 2.3708,                 2.3071,                 1.8623,             1.6577e-05,             1.6577e-05,             1.6577e-05
                    200,                 1.0902,                0.68413,                0.98551,                0.40422,                0.21533,                 0.2142,                 0.0986,                  2.372,                 2.3031,                 1.8656,             1.2453e-05,             1.2453e-05,             1.2453e-05
