                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     28,                 1.8484,                 1.8913,                 1.4302,                0.61998,                0.16264,                0.16792,                 0.0745,                 2.1457,                 2.1355,                  1.638,             0.00061034,             0.00061034,             0.00061034
                     29,                 1.8094,                 1.8284,                 1.4373,                 0.6698,                0.14758,                0.18768,                0.08373,                 2.1567,                 2.1443,                 1.6377,             0.00060209,             0.00060209,             0.00060209
                     30,                 1.7857,                 1.7987,                 1.3888,                0.61367,                0.13756,                0.16463,                0.07375,                 2.2046,                 2.2075,                 1.6638,             0.00059385,             0.00059385,             0.00059385
                     31,                 1.8156,                 1.8313,                 1.4243,                0.43076,                0.19504,                 0.1938,                0.08957,                 2.1462,                 2.1606,                 1.6465,              0.0005856,              0.0005856,              0.0005856
                     32,                 1.7614,                  1.751,                 1.4276,                0.47081,                0.20403,                0.21034,                0.08978,                  2.129,                 2.1235,                 1.6434,             0.00057735,             0.00057735,             0.00057735
                     33,                  1.767,                 1.7208,                 1.3761,                0.41707,                0.22024,                 0.1636,                0.07735,                 2.1868,                 2.1024,                 1.6395,             0.00056911,             0.00056911,             0.00056911
                     34,                 1.7571,                  1.737,                  1.369,                0.62372,                0.18949,                0.20182,                   0.09,                 2.1505,                 2.1599,                 1.6369,             0.00056086,             0.00056086,             0.00056086
                     35,                 1.7671,                 1.7383,                 1.3856,                0.57779,                0.16116,                0.19982,                0.09552,                 2.1461,                 2.1401,                 1.6273,             0.00055261,             0.00055261,             0.00055261
                     36,                 1.7779,                 1.7711,                 1.3996,                0.58815,                 0.1774,                0.15923,                0.07543,                 2.1208,                 2.1709,                 1.6511,             0.00054437,             0.00054437,             0.00054437
                     37,                 1.7221,                 1.7004,                   1.37,                0.44351,                 0.1769,                0.18161,                0.08781,                 2.0763,                 2.1746,                 1.6475,             0.00053612,             0.00053612,             0.00053612
                     38,                 1.7035,                 1.6559,                 1.3577,                0.44039,                0.17384,                0.14418,                0.06907,                 2.1338,                 2.2192,                  1.615,             0.00052787,             0.00052787,             0.00052787
                     39,                  1.725,                 1.6689,                  1.354,                0.46589,                0.17264,                0.17192,                0.08261,                 2.1622,                 2.1035,                 1.6637,             0.00051963,             0.00051963,             0.00051963
                     40,                 1.7109,                  1.672,                 1.3716,                0.53003,                 0.1644,                0.16729,                0.07955,                 2.1193,                 2.1114,                 1.6652,             0.00051138,             0.00051138,             0.00051138
                     41,                 1.7063,                 1.6236,                 1.3526,                0.50869,                0.17394,                0.19197,                0.09306,                 2.0967,                 2.0652,                 1.6453,             0.00050313,             0.00050313,             0.00050313
                     42,                  1.714,                 1.6294,                 1.3254,                0.62796,                0.16248,                0.19184,                0.09647,                  2.098,                 2.0888,                 1.6038,             0.00049489,             0.00049489,             0.00049489
                     43,                 1.6936,                 1.6114,                 1.3599,                0.47962,                0.20143,                0.19876,                0.09187,                 2.1761,                 2.0219,                  1.668,             0.00048664,             0.00048664,             0.00048664
                     44,                  1.654,                 1.5607,                 1.3283,                0.52012,                0.16814,                0.18736,                0.08921,                 2.1313,                 2.0402,                 1.6815,             0.00047839,             0.00047839,             0.00047839
                     45,                 1.6822,                 1.6375,                 1.3453,                0.56157,                0.14829,                0.18747,                0.09039,                 2.1311,                 2.1049,                  1.669,             0.00047015,             0.00047015,             0.00047015
                     46,                 1.6902,                 1.5736,                 1.3586,                0.51527,                0.21092,                0.18914,                0.09001,                 2.1221,                 2.1359,                 1.6397,              0.0004619,              0.0004619,              0.0004619
                     47,                 1.7147,                 1.5941,                 1.3284,                0.48365,                 0.1972,                0.19621,                0.09169,                 2.1096,                 2.0491,                 1.6238,             0.00045365,             0.00045365,             0.00045365
                     48,                 1.6485,                 1.4947,                 1.3098,                0.36103,                0.20547,                0.19847,                0.09071,                 2.1665,                 2.1096,                  1.633,             0.00044541,             0.00044541,             0.00044541
                     49,                 1.6429,                 1.5048,                 1.2975,                 0.4627,                0.18603,                0.19485,                 0.0965,                 2.1151,                 2.1074,                 1.6456,             0.00043716,             0.00043716,             0.00043716
                     50,                 1.6168,                 1.5203,                 1.3211,                0.14725,                0.23481,                0.19279,                0.09345,                 2.1279,                 2.0678,                  1.643,             0.00042891,             0.00042891,             0.00042891
                     51,                  1.677,                 1.5217,                 1.3189,                 0.2859,                0.25234,                0.19338,                0.09055,                  2.131,                 2.0462,                 1.6463,             0.00042066,             0.00042066,             0.00042066
                     52,                  1.657,                 1.4899,                 1.2947,                0.29556,                0.27499,                0.23234,                0.11076,                 2.1114,                 2.1154,                 1.6214,             0.00041242,             0.00041242,             0.00041242
                     53,                  1.636,                 1.4759,                 1.3083,                0.37243,                0.20905,                0.21128,                0.10371,                 2.0995,                 2.0781,                 1.6494,             0.00040417,             0.00040417,             0.00040417
                     54,                 1.6432,                 1.5539,                 1.3432,                0.53396,                0.18657,                0.23412,                0.09729,                 2.1164,                 2.0305,                 1.5982,             0.00039592,             0.00039592,             0.00039592
                     55,                 1.6013,                  1.445,                 1.2894,                0.38549,                0.33166,                0.25925,                0.10956,                  2.121,                 2.0646,                 1.6112,             0.00038768,             0.00038768,             0.00038768
                     56,                 1.5739,                 1.3943,                 1.2762,                0.56175,                0.18906,                0.23646,                0.10387,                  2.172,                 2.0634,                 1.6591,             0.00037943,             0.00037943,             0.00037943
                     57,                 1.5789,                 1.4055,                 1.2457,                0.32916,                0.30792,                0.24715,                0.10335,                 2.1634,                 2.1104,                 1.6658,             0.00037118,             0.00037118,             0.00037118
                     58,                 1.5644,                 1.3813,                 1.2565,                0.49678,                0.19727,                0.21632,                0.09542,                 2.1601,                 2.0762,                 1.6415,             0.00036294,             0.00036294,             0.00036294
                     59,                 1.5477,                 1.3815,                 1.2411,                 0.3929,                 0.2239,                0.19865,                0.09689,                 2.1543,                 2.1105,                 1.6526,             0.00035469,             0.00035469,             0.00035469
                     60,                 1.5844,                 1.4045,                 1.2581,                 0.3006,                0.28303,                0.23825,                0.12475,                 2.1718,                 2.0726,                 1.6571,             0.00034644,             0.00034644,             0.00034644
                     61,                 1.6107,                  1.415,                 1.2899,                 0.3609,                0.22965,                0.20869,                 0.1028,                 2.1418,                 2.0328,                 1.6438,              0.0003382,              0.0003382,              0.0003382
                     62,                  1.561,                 1.3637,                 1.2504,                0.52329,                0.23333,                0.24925,                0.12043,                 2.1549,                 2.0318,                 1.6237,             0.00032995,             0.00032995,             0.00032995
                     63,                 1.5748,                 1.3747,                 1.2486,                0.42103,                0.26463,                0.24599,                 0.1206,                 2.1196,                 2.0351,                 1.6369,              0.0003217,              0.0003217,              0.0003217
                     64,                 1.5603,                 1.3695,                 1.2456,                0.35433,                0.31048,                0.26104,                0.11167,                 2.1438,                 2.0762,                 1.6732,             0.00031346,             0.00031346,             0.00031346
                     65,                 1.5103,                 1.3072,                 1.2092,                0.37343,                0.33609,                0.27746,                0.11958,                 2.1397,                 2.0753,                 1.6847,             0.00030521,             0.00030521,             0.00030521
                     66,                 1.4958,                 1.3042,                 1.2182,                0.44741,                0.24652,                0.24892,                0.11127,                  2.149,                 2.0959,                 1.6634,             0.00029696,             0.00029696,             0.00029696
                     67,                 1.5281,                 1.3033,                 1.2254,                0.54682,                0.21786,                0.21445,                  0.103,                 2.1587,                 2.0582,                 1.6496,             0.00028872,             0.00028872,             0.00028872
                     68,                 1.5275,                 1.2898,                 1.2298,                0.36902,                 0.3041,                0.26517,                0.12523,                 2.1412,                 2.0516,                 1.6648,             0.00028047,             0.00028047,             0.00028047
                     69,                 1.5022,                 1.2731,                 1.2269,                 0.3136,                0.30948,                0.25885,                0.11191,                 2.1479,                 2.1585,                 1.7037,             0.00027222,             0.00027222,             0.00027222
                     70,                 1.4632,                 1.2888,                 1.2104,                0.31817,                0.35612,                0.26669,                0.12509,                 2.1301,                 2.0802,                 1.6707,             0.00026398,             0.00026398,             0.00026398
                     71,                 1.4987,                 1.2315,                 1.1901,                0.56832,                0.25989,                0.27411,                0.12414,                 2.1531,                  2.081,                 1.6708,             0.00025573,             0.00025573,             0.00025573
                     72,                 1.4744,                 1.2266,                 1.2203,                0.44329,                0.28469,                  0.256,                 0.1183,                 2.2035,                 2.1237,                 1.6807,             0.00024748,             0.00024748,             0.00024748
                     73,                 1.5017,                 1.2454,                 1.2159,                0.32325,                0.31193,                0.25617,                0.11063,                  2.168,                 2.0754,                 1.7155,             0.00023924,             0.00023924,             0.00023924
                     74,                  1.463,                  1.222,                 1.1945,                 0.3214,                0.35354,                0.26527,                0.11735,                 2.1545,                 2.0171,                 1.6729,             0.00023099,             0.00023099,             0.00023099
                     75,                 1.4289,                 1.1768,                  1.174,                0.41664,                0.31065,                0.26794,                 0.1165,                 2.1553,                 2.0478,                 1.6997,             0.00022274,             0.00022274,             0.00022274
                     76,                 1.4948,                 1.2945,                  1.245,                 0.3791,                0.32691,                0.26975,                0.12892,                 2.1808,                 2.1388,                 1.7221,              0.0002145,              0.0002145,              0.0002145
                     77,                  1.476,                 1.2038,                 1.1845,                0.44148,                0.31059,                0.28059,                0.13294,                 2.2046,                  2.059,                  1.702,             0.00020625,             0.00020625,             0.00020625
                     78,                 1.4318,                 1.1945,                 1.1873,                0.42305,                 0.2745,                0.28086,                0.13337,                  2.215,                 2.0802,                 1.7267,               0.000198,               0.000198,               0.000198
                     79,                  1.449,                 1.1752,                 1.1874,                0.35751,                 0.3349,                0.28611,                0.13463,                 2.2245,                 2.1352,                 1.7464,             0.00018976,             0.00018976,             0.00018976
                     80,                 1.4476,                 1.1844,                 1.1812,                0.47089,                0.27509,                0.27257,                0.13673,                 2.2011,                 2.0992,                 1.7279,             0.00018151,             0.00018151,             0.00018151
                     81,                 1.4546,                 1.1703,                 1.1693,                0.57141,                0.26913,                0.28603,                0.13562,                  2.169,                 2.0609,                 1.6849,             0.00017326,             0.00017326,             0.00017326
                     82,                 1.4419,                  1.208,                 1.1816,                0.38469,                0.34092,                0.30848,                0.15609,                 2.1764,                 2.0851,                 1.7287,             0.00016502,             0.00016502,             0.00016502
                     83,                 1.4219,                 1.1537,                 1.1669,                0.41025,                0.34646,                0.30691,                0.14625,                 2.1809,                 2.0988,                 1.7061,             0.00015677,             0.00015677,             0.00015677
                     84,                 1.3733,                 1.1227,                 1.1536,                0.50421,                 0.2771,                0.26319,                0.12744,                 2.1808,                 2.0623,                 1.7378,             0.00014852,             0.00014852,             0.00014852
                     85,                 1.3742,                 1.1195,                 1.1326,                0.49107,                 0.3031,                0.28544,                0.13245,                 2.1912,                 2.1131,                 1.7212,             0.00014028,             0.00014028,             0.00014028
                     86,                 1.4126,                 1.1321,                 1.1689,                0.44811,                0.31914,                 0.2862,                0.13104,                 2.1935,                 2.1172,                 1.7183,             0.00013203,             0.00013203,             0.00013203
                     87,                  1.382,                 1.1078,                 1.1542,                0.44778,                 0.2966,                0.27636,                0.12808,                 2.1965,                 2.1065,                 1.7284,             0.00012378,             0.00012378,             0.00012378
                     88,                  1.406,                 1.0737,                 1.1485,                0.56714,                0.28574,                0.29421,                0.13332,                 2.1937,                 2.1242,                 1.7325,             0.00011554,             0.00011554,             0.00011554
                     89,                 1.4017,                 1.0684,                 1.1399,                0.52384,                0.30944,                0.29548,                0.13335,                 2.1843,                  2.102,                 1.6983,             0.00010729,             0.00010729,             0.00010729
                     90,                 1.3999,                 1.1101,                  1.152,                0.38028,                 0.3378,                 0.2985,                0.13778,                 2.1764,                 2.1723,                 1.7035,             9.9044e-05,             9.9044e-05,             9.9044e-05
                     91,                 1.4328,                 1.1206,                 1.1706,                0.49564,                0.23404,                 0.2686,                0.13284,                 2.2121,                  2.182,                 1.7334,             9.0797e-05,             9.0797e-05,             9.0797e-05
                     92,                  1.397,                 1.1143,                 1.1648,                0.41656,                0.29421,                0.28529,                0.13807,                 2.1814,                 2.1282,                 1.7099,              8.255e-05,              8.255e-05,              8.255e-05
                     93,                 1.3623,                 1.0632,                 1.1426,                 0.4757,                0.29171,                0.27902,                 0.1291,                 2.1956,                  2.121,                 1.7161,             7.4304e-05,             7.4304e-05,             7.4304e-05
                     94,                 1.3569,                 1.0172,                 1.1421,                0.48186,                 0.2791,                0.28109,                0.13912,                 2.1979,                 2.1189,                 1.7165,             6.6057e-05,             6.6057e-05,             6.6057e-05
                     95,                 1.3893,                 1.0538,                 1.1593,                0.46118,                0.29136,                0.28533,                0.13736,                  2.196,                 2.0935,                 1.7227,              5.781e-05,              5.781e-05,              5.781e-05
                     96,                 1.3695,                 1.0394,                  1.165,                0.50273,                0.27461,                0.29249,                0.14098,                 2.1859,                 2.0856,                  1.706,             4.9564e-05,             4.9564e-05,             4.9564e-05
                     97,                 1.3127,                 1.0093,                 1.1326,                0.48941,                0.31061,                0.30556,                0.13577,                 2.1817,                 2.0839,                 1.7035,             4.1317e-05,             4.1317e-05,             4.1317e-05
                     98,                 1.3354,                0.97352,                 1.1271,                0.48023,                0.31222,                0.30482,                0.13846,                 2.2026,                 2.1061,                 1.7256,              3.307e-05,              3.307e-05,              3.307e-05
                     99,                 1.3595,                 1.0144,                 1.1415,                0.51916,                0.29377,                0.30134,                0.14298,                 2.2151,                 2.0983,                 1.7376,             2.4823e-05,             2.4823e-05,             2.4823e-05
                    100,                  1.321,                0.98297,                  1.128,                0.59316,                0.27459,                0.29928,                0.14086,                 2.2022,                 2.0972,                 1.7272,             1.6577e-05,             1.6577e-05,             1.6577e-05
